Primary Key,Program,Community,Services Requested,Client Status,HH Work Compliance Status,Member Work Compliance Status
t1233083H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1220081H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232969M27669,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1233098H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1207649H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1216539H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1216539H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1217012H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1212787H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1206766H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1233146M21535,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client declined services,Non-Compliant Period,Non-Compliant
t1226323H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1226323H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1226323H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1233199M33058,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1233221H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1233228M28487,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1233228M28487,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1232927M27637,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1233249H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1233249H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1233283H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1233258M29809,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1233221M37287,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1218919M22610,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232968M29757,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client declined services,Non-Compliant Period,Non-Compliant
t1201682M20081,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client declined services,Non-Compliant Period,Non-Compliant
t1215664M26050,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1233317H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client declined services,Non-Compliant Period,Non-Compliant
t1233342H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1233342H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1233342H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client declined services,Non-Compliant Period,Non-Compliant
t1233342M25424,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client declined services,Non-Compliant Period,Non-Compliant
t1233342M25424,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1227886M24321,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1216106M27261,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1233350M27390,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client declined services,Non-Compliant Period,Non-Compliant
t1203781H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1203781H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1227192M25349,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1233539H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1233539H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1044931M21515,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1215620M20486,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1091563H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Exempt
t1091563H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Exempt
t1031325H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Compliant
t1005904H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- pending client enrollment,Non-Compliant Period,Non-Compliant
t1006487H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- pending client enrollment,Compliant Period,Exempt
t1014704M25097,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1014704M25097,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1014704M25097,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1016705H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- pending client enrollment,Compliant Period,Exempt
t1101783H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1101783H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1059102H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1059102H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1021890H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- pending client enrollment,Non-Compliant Period,Progressing
t1091336H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1091336H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1091336H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1091336H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1091336H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1054656H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1054656H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1026030H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1005904M27339,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1005904M27339,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1012872H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Discharged- client declined services,Non-Compliant Period,Non-Compliant
t1012872H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Discharged- client declined services,Non-Compliant Period,Non-Compliant
t1054151H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Progressing Period,Progressing
t1025660H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- pending client enrollment,Non-Compliant Period,Progressing
t1025660H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- pending client enrollment,Non-Compliant Period,Progressing
t1102494H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1102494H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1128542H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Enrolled- client active in program,Non-Compliant Period,Non-Compliant
t1128542H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Enrolled- client active in program,Non-Compliant Period,Non-Compliant
t1135128H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1135128H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1214353M22812,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1029039H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Discharged- client declined services,Non-Compliant Period,Non-Compliant
t1029039H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Discharged- client declined services,Non-Compliant Period,Non-Compliant
t1059117H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1059117H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1059117H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1059117H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1005863M30526,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- pending client enrollment,Non-Compliant Period,Non-Compliant
t1130463H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- pending client enrollment,Non-Compliant Period,Compliant
t1001856H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- pending client enrollment,Non-Compliant Period,Exempt
t1054874M34601,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Non-Compliant
t1134067H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- pending client enrollment,Compliant Period,Exempt
t1133031M20859,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Progressing
t1133031M20859,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Hold- unable to contact client,Non-Compliant Period,Progressing
t1128542H,VO-Voucher,Housing Choice Voucher,Workforce Development Training,Enrolled- client active in program,Non-Compliant Period,Non-Compliant
